id,registration_no,bussiness_acitivites_id,bussiness_acitivites_secondary_id,tools_technologies_id,languages_id,city_name
3681,HXVB-49130-BCGY,Data Warehosuing Business Intelligence,"IT Consultancy,Data Analytics","visual studio,Data Management","SQL/MYSQL,angular,python",Karachi
3682,HXVB-49130-BCGY,Data Warehosuing Business Intelligence,"IT Consultancy,Data Analytics","visual studio,Data Management","SQL/MYSQL,angular,python",Karachi
3683,HXVB-49130-BCGY,Data Warehosuing Business Intelligence,"IT Consultancy,Data Analytics","visual studio,Data Management","SQL/MYSQL,angular,python",Karachi
3684,XTMC-49131-XQLG,0,0,0,0,Karachi
3685,OFNQ-49132-PTGI,0,BPO Support,0,0,Karachi
3686,OFNQ-49132-PTGI,"Web Businesses & E-Commerce,Product Development Engineering & Design,Customer Relationship Management(CRM)","BPO Support,Busines Process Management,Financial Specialized (Banking-Apps)","visual studio,ASP.NET,Apple xcode","SQL/MYSQL,reactjs,.NET",Karachi
3687,OFNQ-49132-PTGI,"Web Businesses & E-Commerce,Product Development Engineering & Design,Customer Relationship Management(CRM)","BPO Support,Busines Process Management,Financial Specialized (Banking-Apps)","visual studio,ASP.NET,Apple xcode","SQL/MYSQL,reactjs,.NET",Karachi
3688,OFNQ-49132-PTGI,"Web Businesses & E-Commerce,Product Development Engineering & Design,Customer Relationship Management(CRM)","BPO Support,Busines Process Management,Financial Specialized (Banking-Apps)","visual studio,ASP.NET,Apple xcode","SQL/MYSQL,reactjs,.NET",Karachi
3689,ZLNE-49133-PMHI,0,0,0,0,Islamabad
3690,ZLNE-49133-PMHI,"Digital Marketing Startegy,Business Software Solutions","Backend Customer Support,Accounting,Book Keeping","visual studio,workbench,ASP.NET","SQL/MYSQL,jquery,C#",Islamabad
3691,ZLNE-49133-PMHI,"Digital Marketing Startegy,Business Software Solutions","Backend Customer Support,Accounting,Book Keeping","visual studio,workbench,ASP.NET","SQL/MYSQL,jquery,C#",Islamabad
3692,ZLNE-49133-PMHI,"Digital Marketing Startegy,Business Software Solutions","Backend Customer Support,Accounting,Book Keeping","visual studio,workbench,ASP.NET","SQL/MYSQL,jquery,C#",Rawalpindi
3696,RQOI-49135-VIPX,0,0,0,0,Islamabad
3699,LOGT-49137-CVMW,0,0,0,0,Karachi
3700,LOGT-49137-CVMW,"Turnkey Solutions,Web Designing & Development","Customer Relationship Management(CRM),BPO Support","ASP.NET,Artificial Intelligence,Middleware development","SQL/MYSQL,PHP,python",Karachi
3701,LOGT-49137-CVMW,"Turnkey Solutions,Web Designing & Development","Customer Relationship Management(CRM),BPO Support","ASP.NET,Artificial Intelligence,Middleware development","SQL/MYSQL,PHP,python",Karachi
3702,LOGT-49137-CVMW,"Turnkey Solutions,Web Designing & Development","Customer Relationship Management(CRM),BPO Support","ASP.NET,Artificial Intelligence,Middleware development","SQL/MYSQL,PHP,python",Karachi
3703,CLZA-49138-GLQV,0,0,0,0,Lahore
3704,WZID-49139-JIDO,0,0,0,0,Islamabad
3705,WZID-49139-JIDO,"Content Designing,Complaint Management System,Customer Relationship Management(CRM)","IT Consultancy,Education Related Services","IT Consultancy,Virtual Assistants,Web Development","PHP,C++",Islamabad
3706,HMIQ-49140-CIVO,0,0,0,0,Karachi
3707,EQJK-49141-SJGL,0,"Management Information System,Managed Services,Application Managed Services,Back Office Support,Business Consultancy,BPO Support,Telecom Related Services,Accounting,Book Keeping,Data Analytics,Information Security,Virtualization & Cloud Computing","django,Laravel,meanstack,npm,Control Panel Development,Graphic Designing,IT Consultancy,Quality Assurance & Testing,SAP,SEO,Web Development,android studio,Apple xcode,wordpress,AWS EC2,Spring Boot,Spring MVC,Full Stack,Google Cloud,Kotlin","SQL/MYSQL,PHP,reactjs,angular,python,scala,Java,.NET,SWIFT,J Query,JAVA SCRIPT,Jira,Linux",Lahore
3708,EQJK-49141-SJGL,"Business Procecss Outsourcing,Business Process Automation,Business Software Solutions","IT Consultancy,Managed Services,Mobile Apps","meanstack,Artificial Intelligence,Spring MVC","python,Java,SWIFT",Lahore
3709,EQJK-49141-SJGL,"Business Procecss Outsourcing,Business Process Automation,Business Software Solutions","IT Consultancy,Managed Services,Mobile Apps","meanstack,Artificial Intelligence,Spring MVC","python,Java,SWIFT",Lahore
3710,IQOX-49142-JQIV,0,0,0,0,Islamabad
3711,IQOX-49142-JQIV,"Product Development Engineering & Design,Customer Relationship Management(CRM)","Animation,Mobile Apps",0,"SQL/MYSQL,jquery,C#",Islamabad
3712,IQOX-49142-JQIV,"Product Development Engineering & Design,Customer Relationship Management(CRM)","Animation,Mobile Apps",0,"SQL/MYSQL,jquery,C#",Islamabad
3713,IQOX-49142-JQIV,"Mobile Apps,Product Development Engineering & Design,Customer Relationship Management(CRM)","Customer Relationship Management(CRM),Animation,Mobile Apps",0,"SQL/MYSQL,jquery,C#",Islamabad
3714,HVMQ-49143-KWSJ,Gaming,0,0,0,Karachi
3715,HVMQ-49143-KWSJ,"Gaming,Content Designing,Computer Programing,Client Solution Management","IT Consultancy,Mobile Content,Mobile Apps",0,"Java,C++,Octopus Deploy ",Karachi
3716,HVMQ-49143-KWSJ,"Gaming,Content Designing,Computer Programing,Client Solution Management","IT Consultancy,Mobile Content,Mobile Apps",0,"Java,C++,Octopus Deploy ",Karachi
3717,FCHV-49145-BPWZ,0,0,0,0,Peshawar
3723,CXPK-49147-VOKN,0,0,0,0,Rawalpindi
3724,CXPK-49147-VOKN,"Digital Marketing Solutions,Web Designing & Development,Graphics Designing","IT Consultancy,Branding,Web Businesses & E-Commerce","Graphic Designing,Web Development,wordpress","PHP,reactjs,angular",Rawalpindi
3725,RGCN-49148-EHVA,0,0,0,0,Karachi
3726,RGCN-49148-EHVA,Human Capital Management Services,0,Web Development,C++,Karachi
3727,RGCN-49148-EHVA,Human Capital Management Services,0,Web Development,C++,Karachi
3728,AXMF-49149-NJMK,0,0,0,0,Karachi
3729,AXMF-49149-NJMK,Resource Management,BPO Support,Data Management,PHP,Karachi
3730,AXMF-49149-NJMK,Resource Management,BPO Support,Data Management,PHP,Karachi
3731,HGCI-49150-JLYO,0,0,0,0,Rawalpindi
3732,LOHA-49151-YGAE,0,0,0,0,Islamabad
3733,AMJK-49152-VBLO,0,0,0,0,Lahore
3734,AMJK-49152-VBLO,Web Businesses & E-Commerce,Web Businesses & E-Commerce,0,"PHP,angular",Lahore
3735,AMJK-49152-VBLO,Web Businesses & E-Commerce,Web Businesses & E-Commerce,0,"PHP,angular",Lahore
3736,AMJK-49152-VBLO,Web Businesses & E-Commerce,Web Businesses & E-Commerce,0,"PHP,angular",Lahore
3737,NREI-49153-QDWN,0,0,0,0,Islamabad
3740,DMOG-49155-ZBGC,0,0,0,0,Islamabad
3741,TJCQ-49156-WGOZ,0,0,0,0,Islamabad
3742,HSTD-49157-GFOI,0,0,0,0,Lahore
3743,MZST-49158-MWHI,0,0,0,0,Islamabad
3744,MZST-49158-MWHI,Web Businesses & E-Commerce,Customer Relationship Management(CRM),"sublime text,Laravel,codeigniter","PHP,angular",Islamabad
3745,MZST-49158-MWHI,Web Businesses & E-Commerce,Customer Relationship Management(CRM),"sublime text,Laravel,codeigniter","PHP,reactjs,.NET",Islamabad
3746,KMOR-49159-XELV,Systems Integration,0,0,0,Karachi
3747,KMOR-49159-XELV,Systems Integration,Location-based Services,"visual studio,codeigniter,Risk Management Services","SQL/MYSQL,PHP,C#",Karachi
3750,RHQV-49161-JRFK,0,Quality Assurance & Testing,0,0,Islamabad
3751,RHQV-49161-JRFK,Web Designing & Development,Quality Assurance & Testing,"visual studio,workbench","SQL/MYSQL,PHP,jquery",Islamabad
3752,RHQV-49161-JRFK,Web Designing & Development,Quality Assurance & Testing,"visual studio,workbench","SQL/MYSQL,PHP,jquery",Islamabad
3757,YFCO-49164-ZNBE,0,0,0,0,Islamabad
3758,FSPE-49165-OQWL,0,0,0,0,Lahore
3759,EXKC-49166-VQZA,0,0,0,0,Karachi
3760,EXKC-49166-VQZA,"Web Businesses & E-Commerce,Data Entry  & Hosting Servcies,Customer Relationship Management(CRM)",0,0,"SQL/MYSQL,PHP,jquery",Karachi
3761,EXKC-49166-VQZA,"Web Businesses & E-Commerce,Data Entry  & Hosting Servcies,Customer Relationship Management(CRM)",0,0,"SQL/MYSQL,PHP,jquery",Karachi
3762,EXKC-49166-VQZA,"Web Businesses & E-Commerce,Data Entry  & Hosting Servcies,Customer Relationship Management(CRM)",0,0,"SQL/MYSQL,PHP,jquery",Karachi
3763,SPDW-49167-NFEW,0,0,0,0,Rawalpindi
3764,ZIRF-49168-IHFD,0,0,0,0,Lahore
3765,WLAV-49169-WFSQ,0,0,0,0,Lahore
3766,WLAV-49169-WFSQ,Digital Marketing Solutions,Product Development Engineering & Design,"ruby,zend,Web Development","SQL/MYSQL,PHP,angular",Lahore
3767,WLAV-49169-WFSQ,Digital Marketing Solutions,Product Development Engineering & Design,"ruby,zend,Web Development","SQL/MYSQL,PHP,angular",Lahore
3768,WLAV-49169-WFSQ,Digital Marketing Solutions,Product Development Engineering & Design,"ruby,zend,Web Development","SQL/MYSQL,PHP,angular",Lahore
3769,HOAP-49170-YALG,0,0,0,0,Lahore
3770,EKSQ-49171-BCPM,0,0,0,0,Abbottabad
3771,ZSLH-49172-DOKV,0,0,0,0,Lahore
3772,ZSLH-49172-DOKV,Web Based Solutions Provider,"Application Managed Services,Architecture & Design",ASP.NET,"PHP,jquery,Java",Lahore
3773,ZSLH-49172-DOKV,Web Based Solutions Provider,"Application Managed Services,Architecture & Design",ASP.NET,"PHP,jquery,Java",Lahore
3774,ZSLH-49172-DOKV,Web Based Solutions Provider,"Application Managed Services,Architecture & Design",ASP.NET,"PHP,jquery,Java",Lahore
3775,WXVT-49173-YKBM,0,0,0,0,Abbottabad
3776,TLOH-49174-ZVYJ,0,0,0,0,Lahore
3777,TLOH-49174-ZVYJ,Web Businesses & E-Commerce,Web Businesses & E-Commerce,Web Development,Java,Lahore
3778,TLOH-49174-ZVYJ,Web Businesses & E-Commerce,Web Businesses & E-Commerce,Web Development,Java,Lahore
3779,TLOH-49174-ZVYJ,Web Businesses & E-Commerce,Web Businesses & E-Commerce,Web Development,Java,Lahore
3780,YAHM-49175-RFIG,0,0,0,0,Karachi
3781,NMJB-49176-OLCM,0,0,0,0,Karachi
3782,NMJB-49176-OLCM,"Web Designing & Development,Logo Designing,Graphics Designing,IT Business Solutions Provider,Design Services,Digital Media,Web Optimization Services,Digital Marketing Startegy,Web Based Solutions Provider,Word Press Services","Branding,Web Businesses & E-Commerce,Animation,Mobile Apps","visual studio,ASP.NET,Laravel,Graphic Designing,SEO,Web Development,Word Press","PHP,jquery,C#",Karachi
3783,NMJB-49176-OLCM,"Web Designing & Development,Logo Designing,Graphics Designing,IT Business Solutions Provider,Design Services,Digital Media,Web Optimization Services,Digital Marketing Startegy,Web Based Solutions Provider,Word Press Services","Branding,Web Businesses & E-Commerce,Animation,Mobile Apps","visual studio,ASP.NET,Laravel,Graphic Designing,SEO,Web Development,Word Press","PHP,jquery,C#",Karachi
3784,NMJB-49176-OLCM,"Web Designing & Development,Logo Designing,Graphics Designing,IT Business Solutions Provider,Design Services,Digital Media,Web Optimization Services,Digital Marketing Startegy,Web Based Solutions Provider,Word Press Services","Branding,Web Businesses & E-Commerce,Animation,Mobile Apps","visual studio,ASP.NET,Laravel,Graphic Designing,SEO,Web Development,Word Press","PHP,jquery,C#",Karachi
3785,MICV-49177-JGSW,0,0,0,0,Lahore
3786,MICV-49177-JGSW,"Web Designing & Development,Web Optimization Services,Word Press Services","IT Consultancy,Web Businesses & E-Commerce","IT Consultancy,Research Services,SEO","SQL/MYSQL,PHP",Lahore
3787,MICV-49177-JGSW,"Web Designing & Development,Web Optimization Services,Word Press Services","IT Consultancy,Web Businesses & E-Commerce","IT Consultancy,Research Services,SEO","SQL/MYSQL,PHP",Lahore
3788,MICV-49177-JGSW,"Web Designing & Development,Web Optimization Services,Word Press Services","IT Consultancy,Web Businesses & E-Commerce","IT Consultancy,Research Services,SEO","SQL/MYSQL,PHP",Lahore
3789,HBOS-49178-SLVC,0,0,0,0,Lahore
3790,NTBP-49179-TFSZ,0,IT Consultancy,0,0,Islamabad
3791,NTBP-49179-TFSZ,0,IT Consultancy,"Artificial Intelligence,Data Management,IT Consultancy","SQL/MYSQL,Java,Angular",Islamabad
3792,NTBP-49179-TFSZ,0,IT Consultancy,"Artificial Intelligence,Data Management,IT Consultancy","SQL/MYSQL,Java,Angular",Islamabad
3793,NTBP-49179-TFSZ,0,IT Consultancy,"Artificial Intelligence,Data Management,IT Consultancy","SQL/MYSQL,Java,Angular",Islamabad
3794,YRZV-49180-VINK,0,0,0,0,Rawalpindi
3795,YRZV-49180-VINK,Web Designing & Development,Web Businesses & E-Commerce,"Word Press,wordpress,Adobe Photoshop","PHP,jquery,JAVA SCRIPT",Rawalpindi
3796,OGAZ-49181-CLFP,0,0,0,0,Karachi
3797,OGAZ-49181-CLFP,"ERP (General),Web Businesses & E-Commerce,Customer Relationship Management(CRM)",Mobile Apps,"Laravel,Graphic Designing,Full Stack","PHP,reactjs,Java",Karachi
3798,OGAZ-49181-CLFP,"ERP (General),Mobile Apps,Web Businesses & E-Commerce,Customer Relationship Management(CRM)","Web Businesses & E-Commerce,Mobile Apps","Laravel,Graphic Designing,Full Stack","PHP,reactjs,Java",Karachi
3799,OGAZ-49181-CLFP,"ERP (General),Mobile Apps,Web Businesses & E-Commerce,Customer Relationship Management(CRM)","Web Businesses & E-Commerce,Mobile Apps","Laravel,Graphic Designing,Full Stack","PHP,reactjs,Java",Karachi
3800,SXZN-49182-BLMO,0,0,0,0,Peshawar
3801,EGHM-49183-VPTN,0,0,0,0,Karachi
3802,EGHM-49183-VPTN,"Business Software Solutions,Location-based Services",0,"Artificial Intelligence,GIS Development,Jenkins","python,Java,JAVA SCRIPT",Karachi
3803,FSZP-49184-IEWA,0,Telecom Related Services,0,0,Karachi
3804,FSZP-49184-IEWA,"Product Development Engineering & Design,Billing & Payments","Telecom Related Services,Office Productivity",visual studio,"angular,.NET",Karachi
3805,FSZP-49184-IEWA,"Product Development Engineering & Design,Billing & Payments","Telecom Related Services,Office Productivity",visual studio,"angular,.NET",Karachi
3806,FSZP-49184-IEWA,"Product Development Engineering & Design,Billing & Payments","Telecom Related Services,Office Productivity",visual studio,"angular,.NET",Karachi
3807,MSIP-49185-MBOP,0,0,0,0,Islamabad
3808,COBS-49186-ECPI,0,0,0,0,Islamabad
3809,RJGZ-49187-SJIB,0,0,0,0,Islamabad
3810,GXYC-49188-DMKJ,0,0,0,0,Peshawar
3811,YCHQ-49189-DOYE,"Systems Integration,Information Security",0,0,0,Lahore
3812,YCHQ-49189-DOYE,"Systems Integration,Information Security",0,0,XML,Lahore
3813,YCHQ-49189-DOYE,"Systems Integration,Information Security,Research Related Activities",0,IT Consultancy,XML,Lahore
3814,YCHQ-49189-DOYE,"Systems Integration,Information Security,Research Related Activities",0,IT Consultancy,XML,Lahore
3815,VHIR-49190-KJXV,0,0,0,0,Karachi
3816,VHIR-49190-KJXV,Product Development Engineering & Design,Mobile Apps,IT Consultancy,Java,Karachi
3817,VHIR-49190-KJXV,Product Development Engineering & Design,Mobile Apps,IT Consultancy,Java,Karachi
3818,VHIR-49190-KJXV,Product Development Engineering & Design,Mobile Apps,IT Consultancy,"Java,SWIFT",Karachi
3819,DISF-49191-KGJQ,Telecom Related Services,0,0,0,Lahore
3820,DISF-49191-KGJQ,Telecom Related Services,Application Managed Services,0,.NET,Lahore
3821,DISF-49191-KGJQ,Telecom Related Services,Application Managed Services,0,.NET,Lahore
3822,DISF-49191-KGJQ,Telecom Related Services,Application Managed Services,0,.NET,Lahore
3823,JSCT-49192-HOPS,Systems Integration,0,0,0,Lahore
3824,JSCT-49192-HOPS,"Systems Integration,Telecom Related Services,Product Development Engineering & Design,Customer Relationship Management(CRM)","Data Warehousing Business Intelligence,Systems Integration",0,"SQL/MYSQL,Java",Lahore
3825,EDQZ-49194-IDNX,0,0,0,0,Lahore
3826,JQYL-49195-XKWN,Technical Support,Health Related Services,0,0,Karachi
3827,JQYL-49195-XKWN,"Animation,Technical Support,Content Designing,Digital Outsourcing Solutions Provider","IT Consultancy,Health Related Services,Web Businesses & E-Commerce,Mobile Apps","Graphic Designing,IT Consultancy,Research Services","PHP,J Query,Jira",Karachi
3828,JQYL-49195-XKWN,"Animation,Technical Support,Content Designing,Digital Outsourcing Solutions Provider","IT Consultancy,Health Related Services,Web Businesses & E-Commerce,Mobile Apps","Graphic Designing,IT Consultancy,Research Services","PHP,J Query,Jira",Karachi
3829,PQIY-49196-DXLA,0,0,0,0,Karachi
3830,PQIY-49196-DXLA,"Database Design & Development,Custom Software Development,Business Software Solutions",Information Security,"ASP.NET,IT Consultancy,Web Development","SQL/MYSQL,PHP,.NET",Karachi
3831,PQIY-49196-DXLA,"Database Design & Development,Custom Software Development,Business Software Solutions",Information Security,"ASP.NET,IT Consultancy,Web Development","SQL/MYSQL,PHP,.NET",Karachi
3834,GSWE-49198-XVZC,0,0,0,0,Lahore
3835,GSWE-49198-XVZC,Embeded Systems Software,0,0,C++,Lahore
3836,GSWE-49198-XVZC,Embeded Systems Software,0,0,C++,Lahore
3837,GSWE-49198-XVZC,Embeded Systems Software,0,0,C++,Lahore
3838,OCZR-49199-RXHE,0,0,0,0,Lahore
3839,GRVD-49200-MANZ,0,0,0,0,Karachi
3840,GRVD-49200-MANZ,"Desktop Applications Development & Management,Business Software Solutions,Computer Programing","Branding,Android Development,Animation","visual studio,sublime text,Laravel","SQL/MYSQL,PHP,Java",Karachi
3841,GRVD-49200-MANZ,"Desktop Applications Development & Management,Business Software Solutions,Computer Programing","Branding,Android Development,Animation","visual studio,sublime text,Laravel","SQL/MYSQL,PHP,Java",Karachi
3842,GRVD-49200-MANZ,"Desktop Applications Development & Management,Business Software Solutions,Computer Programing","Branding,Android Development,Animation","visual studio,sublime text,Laravel","SQL/MYSQL,PHP,Java",Karachi
3843,IDJB-49201-VSDZ,0,0,0,0,Rawalpindi
3846,IGLX-49203-VPTJ,0,0,0,0,Lahore
3847,IGLX-49203-VPTJ,0,Systems Integration,"visual studio,ASP.NET,Data Management",".NET,J Query,Jira",Lahore
3848,IGLX-49203-VPTJ,0,Systems Integration,"visual studio,ASP.NET,Data Management",".NET,J Query,Jira",Lahore
3849,IKGN-49204-KCMG,"IT Business Solutions Provider,Billing & Payments","IT Consultancy,Financial Specialized (Others)","visual studio,ASP.NET,AWS EC2","SQL/MYSQL,.NET,JAVA SCRIPT",Lahore
3850,ZSPH-49205-OIBZ,0,0,0,0,Lahore
3851,ZSPH-49205-OIBZ,Customer Relationship Management(CRM),ERP (General),0,JAVA SCRIPT,Lahore
3852,ZSPH-49205-OIBZ,Customer Relationship Management(CRM),ERP (General),0,JAVA SCRIPT,Lahore
3853,ZSPH-49205-OIBZ,Customer Relationship Management(CRM),ERP (General),0,JAVA SCRIPT,Lahore
3854,XKED-49206-HNCM,Embroidery Designing,0,0,0,Sialkot
3855,XKED-49206-HNCM,Embroidery Designing,Business Research,0,SQL/MYSQL,Sialkot
3856,XKED-49206-HNCM,Embroidery Designing,Business Research,0,SQL/MYSQL,Sialkot
3857,XKED-49206-HNCM,Embroidery Designing,Business Research,0,SQL/MYSQL,Sialkot
3858,NDRY-49207-HAOT,0,0,0,0,Lahore
3859,XYGK-49208-XHTP,0,0,0,0,Lahore
3860,OVXI-49209-LHJA,0,0,0,0,Lahore
3861,WOEL-49210-QHRG,0,0,0,0,Rawalpindi
3862,LYSK-49211-RTNV,0,0,0,0,Islamabad
3863,LYSK-49211-RTNV,0,Open Source Customization,"Laravel,codeigniter,Spring MVC","PHP,reactjs,angular",Islamabad
3864,XOTF-49212-PVCR,0,0,0,0,Lahore
3865,XOTF-49212-PVCR,Computer Programing,Quality Assurance & Testing,visual studio,SQL/MYSQL,Lahore
3866,XOTF-49212-PVCR,Computer Programing,Quality Assurance & Testing,visual studio,SQL/MYSQL,Lahore
3867,XOTF-49212-PVCR,Computer Programing,Quality Assurance & Testing,visual studio,SQL/MYSQL,Lahore
3873,VZMD-49215-YEPL,Telecom Related Services,0,0,0,Islamabad
3874,AGFD-49216-BGLC,0,0,0,0,Islamabad
3875,OBKW-49217-CZDG,0,0,0,0,Peshawar
3876,HSRI-49218-HEQX,0,IT Consultancy,0,0,Karachi
3877,HSRI-49218-HEQX,"Embeded Systems Software,IT Enabled Engineering Design Services,Hardware & Software Solutions Provider",IT Consultancy,0,C#,Karachi
3878,XLQR-49219-TYBH,0,0,0,0,Islamabad
3879,IGHE-49220-AZMR,Telecom Related Services,IT Consultancy,0,0,Islamabad
3880,IGHE-49220-AZMR,Telecom Related Services,IT Consultancy,"IT Consultancy,Value Added Services,Web Development","SQL/MYSQL,PHP,Linux",Islamabad
3881,THGM-49221-CYKA,0,0,0,0,Karachi
3882,ZXTS-49222-KQSO,0,0,0,0,Lahore
3883,ZXTS-49222-KQSO,Content Management System,IT Governance & Startegy,"ruby,Laravel,meanstack","PHP,jquery,reactjs",Lahore
3884,ZXTS-49222-KQSO,Content Management System,IT Governance & Startegy,"ruby,Laravel,meanstack","PHP,jquery,reactjs",Lahore
3887,FBTK-49224-MCDX,0,0,0,0,Islamabad
3888,YPXO-49225-BYIQ,0,0,0,0,Islamabad
3889,PXNY-49226-VAME,0,0,0,0,Lahore
3890,PXNY-49226-VAME,"Data Processing and Hosting Services,Mobile Apps,Web Based Solutions Provider,Business Software Solutions","Android Development,Web Businesses & E-Commerce,ERP (General)","visual studio,ASP.NET,Web Development","SQL/MYSQL,C#,.NET",Lahore
3891,MYHV-49227-QSBE,0,0,0,0,Peshawar
3892,OJLA-49228-TCYP,0,0,0,0,Islamabad
3893,GEOQ-49229-HDVO,0,0,0,0,Faisalabad
3894,GEOQ-49229-HDVO,Search Engine Optimization Services,Data Entry & Hosting Servcies,zend,PHP,Faisalabad
3895,GEOQ-49229-HDVO,Search Engine Optimization Services,Data Entry & Hosting Servcies,zend,PHP,Faisalabad
3896,GEOQ-49229-HDVO,Search Engine Optimization Services,Data Entry & Hosting Servcies,zend,PHP,Faisalabad
3897,DGKR-49230-RYFM,Systems Integration,0,0,0,Lahore
3898,DGKR-49230-RYFM,"Systems Integration,Mobile Apps",0,Apple xcode,SWIFT,Lahore
3899,DGKR-49230-RYFM,"Systems Integration,Mobile Apps",0,Apple xcode,SWIFT,Lahore
3900,QHYB-49231-OPCL,0,0,0,0,Lahore
3901,QHYB-49231-OPCL,"Mobile Apps,Web Businesses & E-Commerce,Product Development Engineering & Design",Web Businesses & E-Commerce,"ASP.NET,Quality Assurance & Testing,Web Development",".NET,JAVA SCRIPT,Angular",Lahore
3902,QHYB-49231-OPCL,"Mobile Apps,Web Businesses & E-Commerce,Product Development Engineering & Design",Web Businesses & E-Commerce,"ASP.NET,Quality Assurance & Testing,Web Development",".NET,JAVA SCRIPT,Angular",Lahore
3903,QHYB-49231-OPCL,"Mobile Apps,Web Businesses & E-Commerce,Product Development Engineering & Design",Web Businesses & E-Commerce,"ASP.NET,Quality Assurance & Testing,Web Development",".NET,JAVA SCRIPT,Angular",Lahore
3904,CPJQ-49232-FHVO,0,0,0,0,Islamabad
3905,CPJQ-49232-FHVO,SAP Solutions,Embeded Systems Software,"visual studio,SAP","PHP,C#,Java",Islamabad
3906,CPJQ-49232-FHVO,"SAP Solutions,Business Software Solutions","IT Consultancy,ERP Specialized (Vertical),Embeded Systems Software","visual studio,IT Consultancy,SAP","PHP,C#,Java",Islamabad
3907,MESY-49233-CXBY,0,0,0,0,Lahore
3908,MESY-49233-CXBY,"Systems Integration,Technical Support,Virtualization & Cloud Computing",Telecom Related Services,"visual studio,ASP.NET","SQL/MYSQL,python,C++",Lahore
3909,MESY-49233-CXBY,"Systems Integration,Technical Support,Virtualization & Cloud Computing",Telecom Related Services,"visual studio,ASP.NET","SQL/MYSQL,python,C++",Lahore
3910,MESY-49233-CXBY,"Systems Integration,Technical Support,Virtualization & Cloud Computing",Telecom Related Services,"visual studio,ASP.NET","SQL/MYSQL,python,C++",Lahore
3911,YBJO-49234-LPAF,0,0,0,0,Islamabad
3912,PHTL-49235-LWSV,0,0,0,0,Karachi
3913,HLAC-49236-SAEH,Electronics Procurement,0,0,0,Lahore
3914,PRWL-49237-VNTW,0,Branding,0,0,Karachi
3915,PRWL-49237-VNTW,Customer Relationship Management(CRM),Branding,"visual studio,Graphic Designing","PHP,jquery,C++",Karachi
3916,PRWL-49237-VNTW,Customer Relationship Management(CRM),Branding,"visual studio,Graphic Designing","PHP,jquery,C++",Karachi
3917,PRWL-49237-VNTW,Customer Relationship Management(CRM),Branding,"visual studio,Graphic Designing","PHP,jquery,C++",Karachi
3918,HCRN-49238-DZBI,0,0,0,0,Peshawar
3919,QHGK-49239-VKIB,0,0,0,0,Peshawar
3920,AXEG-49240-TBSD,0,0,0,0,Karachi
3921,AXEG-49240-TBSD,IT Business Solutions Provider,BPO Support,"visual studio,ASP.NET,IT Consultancy","SQL/MYSQL,PHP,.NET",Karachi
3922,AXEG-49240-TBSD,IT Business Solutions Provider,BPO Support,"visual studio,ASP.NET,IT Consultancy","SQL/MYSQL,PHP,.NET",Karachi
3923,AXEG-49240-TBSD,IT Business Solutions Provider,BPO Support,"visual studio,ASP.NET,IT Consultancy","SQL/MYSQL,PHP,.NET",Karachi
3924,BNXM-49241-HYJP,0,0,0,0,Karachi
3925,BNXM-49241-HYJP,0,0,0,SQL/MYSQL,Karachi
3926,BNXM-49241-HYJP,0,0,0,SQL/MYSQL,Karachi
3927,BNXM-49241-HYJP,0,0,0,SQL/MYSQL,Karachi
3928,KFXR-49242-QLRV,0,0,0,0,Lahore
3929,FIQY-49243-LZMP,0,0,0,0,Lahore
3930,MIOG-49244-VTLI,0,0,0,0,Karachi
3931,TPHM-49245-EOPL,0,0,0,0,Peshawar
3932,TPHM-49245-EOPL,"Technical Support,Business Procecss Outsourcing",0,"Graphic Designing,SEO",.NET,Peshawar
3933,ATEY-49246-GFKH,0,0,0,0,Karachi
3934,ATEY-49246-GFKH,Mobile Apps,Web Businesses & E-Commerce,Data Management,PHP,Karachi
3935,ATEY-49246-GFKH,Mobile Apps,Web Businesses & E-Commerce,Data Management,PHP,Karachi
3936,ATEY-49246-GFKH,Mobile Apps,Web Businesses & E-Commerce,Data Management,PHP,Karachi
3937,KVOJ-49247-IDGS,0,0,0,0,Peshawar
3938,KVOJ-49247-IDGS,"Mobile Apps,Custom Software Development,Digital Marketing Startegy",Web Businesses & E-Commerce,"Laravel,Graphic Designing,Apple xcode","PHP,reactjs,SWIFT",Peshawar
3939,BQWS-49248-TRQG,0,0,0,0,Rawalpindi
3940,BQWS-49248-TRQG,Computer Programing,Application Managed Services,"ASP.NET,Google Cloud","PHP,C#,C++",Rawalpindi
3941,WADN-49249-YQIE,0,0,0,0,Islamabad
3942,WADN-49249-YQIE,Business Procecss Outsourcing,BPO Support,ruby,PHP,Islamabad
3943,WADN-49249-YQIE,Business Procecss Outsourcing,BPO Support,ruby,PHP,Islamabad
3944,EWJP-49250-VWMX,0,0,0,0,Islamabad
3945,SXQO-49251-EBOR,0,0,0,0,Islamabad
3950,RBIE-49253-JINZ,0,0,0,0,Peshawar
3951,PDQF-49254-HVBQ,0,0,0,0,Karachi
3952,PDQF-49254-HVBQ,0,Back Office Support,"Desktop Applications,IT Consultancy","SQL/MYSQL,C++,.NET",Karachi
3953,PDQF-49254-HVBQ,0,Back Office Support,"Desktop Applications,IT Consultancy","SQL/MYSQL,C++,.NET",Karachi
3954,PDQF-49254-HVBQ,0,Back Office Support,"Desktop Applications,IT Consultancy","SQL/MYSQL,C++,.NET",Karachi
3955,BWPV-49255-VYQZ,0,0,0,0,Lahore
